energy,tempo,danceability,loudness,liveness,valence,instrumentalness,speechiness,acousticness,track_popularity,track_name,track_artist,track_album_name,track_album_release_date,playlist_genre,playlist_subgenre,mode,key
0.715,100.002,0.817,-5.13,0.214,0.398,0.0,0.0484,0.183,58,Sakhiyan2.0,"Maninder Buttar, Zahrah S Khan, Tanishk Bagchi",Sakhiyan2.0 - BellBottom,2021-08-13,indian,bollywood,1.0,9.0
0.573,82.941,0.603,-5.843,0.0971,0.236,0.0,0.0502,0.478,68,"Ranjha (From ""Shershaah"")","Jasleen Royal, B Praak, Romy, Anvita Dutt","Ranjha (From ""Shershaah"")",2021-08-05,indian,bollywood,1.0,1.0
0.467,90.831,0.428,-4.904,0.135,0.193,0.0,0.0327,0.68,67,"Mann Bharryaa 2.0 (From ""Shershaah"")","B Praak, Jaani","Mann Bharryaa 2.0 (From ""Shershaah"")",2021-08-15,indian,bollywood,1.0,2.0
0.785,91.101,0.638,-2.612,0.245,0.515,0.0,0.044,0.185,59,Lut Gaye,"Jubin Nautiyal, Emraan Hashmi",Mumbai Saga,2021-03-19,indian,bollywood,1.0,10.0
0.338,96.981,0.573,-7.478,0.133,0.451,4.41e-06,0.027,0.864,54,Kabhii Tumhhe,"Javed-Mohsin, Darshan Raval",Shershaah (Original Motion Picture Soundtrack),2021-08-16,indian,bollywood,0.0,7.0
0.907,141.936,0.488,-3.715,0.331,0.635,0.0,0.0503,0.00249,13,Not Giving In,Broken Colours,Not Giving In,2024-03-29,rock,indie,1.0,0.0
0.173,109.988,0.359,-16.974,0.361,0.146,0.0,0.0382,0.924,13,She Loves You,Reid Anderson,She Loves You,2024-11-11,rock,indie,0.0,0.0
0.706,175.106,0.583,-7.333,0.0557,0.925,0.712,0.0334,0.00558,26,Hazel Hall,Motrik,Hazel Hall,2024-03-20,rock,indie,1.0,2.0
0.302,100.008,0.69,-11.244,0.114,0.301,2.37e-06,0.0314,0.263,21,Too Many Songs,Rebecca Aadland,Stronger Broken,2022-06-13,rock,indie,0.0,2.0
0.625,90.032,0.51,-5.236,0.116,0.486,0.0,0.0258,0.0542,42,Better Weather,Jay Statham,Better Weather,2024-09-13,rock,indie,1.0,8.0
0.288,129.699,0.39,-17.086,0.139,0.125,0.00233,0.0494,0.758,18,Devil Got You,Madame Kapuscinska,Devil Got You,2024-10-19,rock,indie,0.0,4.0
0.785,95.328,0.35,-6.576,0.355,0.719,2.76e-05,0.0848,0.336,22,Just Another Daydream,Jacob Reddy,These Streets Are Ours,2024-11-01,rock,indie,0.0,6.0
0.736,129.986,0.721,-5.379,0.251,0.82,0.00644,0.0536,0.17,24,I Saw You Cry,Feet down Below,Music From The Stratosphere,2024-09-19,rock,indie,0.0,4.0
0.616,102.047,0.445,-8.509,0.111,0.374,0.000122,0.0335,0.0043,28,My Girl,Mayflower,My Girl,2024-10-24,rock,indie,1.0,0.0
0.75,124.489,0.56,-7.229,0.394,0.666,0.00131,0.0288,0.0112,32,To Feel The Sun,The Scarlet Goodbye,To Feel The Sun,2024-11-01,rock,indie,1.0,2.0
0.778,194.066,0.158,-9.471,0.0923,0.0975,1.22e-05,0.0819,0.000787,28,Pieces,The Juice,Pieces,2024-11-01,rock,indie,1.0,7.0
0.828,113.016,0.58,-4.914,0.0818,0.667,0.000471,0.0345,0.00559,31,Waiting,Grimm Jack,Waiting,2024-07-26,rock,indie,1.0,2.0
0.517,119.991,0.765,-11.079,0.115,0.793,0.0188,0.0458,0.0182,22,Ocean Lights,George Knight,Rising Dark,2023-11-30,rock,indie,1.0,7.0
0.647,79.885,0.46,-6.652,0.307,0.232,0.0236,0.0377,0.0452,33,I Feel,Beka O,I Feel,2022-08-16,rock,indie,0.0,7.0
0.843,172.045,0.203,-6.551,0.23,0.249,0.00278,0.0455,0.000793,30,V.,DIAMØND SNAKE,V.,2024-10-11,rock,indie,0.0,11.0
0.809,129.985,0.566,-6.163,0.118,0.292,0.000451,0.0605,0.681,29,Starlight,The Lone Monkeys,The Zoo,2023-01-27,rock,indie,1.0,0.0
0.789,97.539,0.64,-6.691,0.53,0.311,0.00388,0.0359,0.0338,58,Lisztomania,Phoenix,Wolfgang Amadeus Phoenix,2009-05-25,rock,feel-good,1.0,0.0
0.908,161.011,0.476,-4.569,0.124,0.649,0.000553,0.068,0.00776,67,People Watching,Sam Fender,People Watching,2024-11-15,rock,feel-good,1.0,6.0
0.658,150.093,0.615,-7.299,0.205,0.293,0.000911,0.0343,0.096,68,Breezeblocks,alt-J,An Awesome Wave,2012-09-18,rock,feel-good,1.0,5.0
0.501,134.014,0.781,-9.767,0.0908,0.961,3.78e-06,0.0333,0.66,68,ROCKMAN,Mk.gee,ROCKMAN,2024-10-18,rock,feel-good,1.0,3.0
0.526,153.0,0.543,-9.703,0.0778,0.384,0.0533,0.0582,0.0447,67,Maple Syrup,The Backseat Lovers,When We Were Friends,2019-01-27,rock,feel-good,1.0,2.0
0.699,122.942,0.56,-8.501,0.223,0.512,0.0,0.0327,0.00483,67,Murder on the Dance Floor - triple j Like A Version,Royel Otis,Murder on the Dancefloor (triple j Like A Version),2024-01-29,rock,feel-good,1.0,4.0
0.896,118.001,0.595,-2.951,0.0748,0.567,5.82e-05,0.047,0.0641,66,My Type,Saint Motel,My Type EP,2014-08-16,rock,feel-good,1.0,10.0
0.675,97.04,0.612,-6.518,0.217,0.763,0.0,0.0231,0.0994,66,Helmet,Steve Lacy,Gemini Rights,2022-07-15,rock,feel-good,0.0,9.0
0.687,108.075,0.833,-7.851,0.108,0.418,0.00453,0.0651,0.58,66,Alesis,Mk.gee,Two Star & The Dream Police,2024-02-09,rock,feel-good,0.0,11.0
0.701,130.091,0.721,-5.941,0.234,0.892,0.026,0.0306,0.000927,66,Wet Dream,Wet Leg,Wet Leg,2022-04-08,rock,feel-good,1.0,2.0
0.84,183.059,0.569,-4.123,0.0995,0.749,0.000118,0.118,0.0295,65,Lost In Yesterday,Tame Impala,The Slow Rush,2020-02-14,rock,feel-good,1.0,1.0
0.749,131.024,0.6,-6.889,0.0915,0.485,0.295,0.0419,0.0467,64,Kyoto,Phoebe Bridgers,Punisher,2020-06-18,rock,feel-good,1.0,11.0
0.794,101.096,0.576,-5.119,0.154,0.6,0.000155,0.0366,0.0222,64,Nothing Matters,The Last Dinner Party,Nothing Matters,2023-04-19,rock,feel-good,1.0,2.0
0.354,78.964,0.807,-7.554,0.186,0.602,0.713,0.0321,0.15,64,Mama's Boy,Dominic Fike,Mama's Boy,2023-06-23,rock,feel-good,1.0,9.0
0.771,111.057,0.658,-6.09,0.0767,0.79,0.001,0.072,0.000893,63,So Cold,Balu Brigada,So Cold,2024-06-07,rock,feel-good,0.0,10.0
0.663,134.924,0.654,-8.913,0.13,0.676,0.0557,0.0303,0.0589,63,She Wants To Go Dancing,Mt. Joy,She Wants To Go Dancing,2024-10-11,rock,feel-good,1.0,1.0
0.513,153.683,0.653,-8.972,0.148,0.844,0.693,0.0724,0.964,65,Are You Looking Up,Mk.gee,Two Star & The Dream Police,2024-02-09,rock,feel-good,1.0,11.0
0.565,130.047,0.713,-7.8,0.633,0.705,3.2e-06,0.0351,0.0252,63,Temper Temper,Lime Cordiale,Permanent Vacation,2017-10-13,rock,feel-good,0.0,7.0
0.804,107.48,0.528,-4.168,0.105,0.222,0.0,0.0358,0.0104,62,Shake It Out,Florence + The Machine,Ceremonials (Deluxe Edition),2011-01-01,rock,feel-good,1.0,10.0
0.882,145.73,0.537,-2.306,0.12,0.81,9.06e-05,0.0403,0.00035,62,Here It Goes Again,OK Go,Oh No,2005-01-01,rock,feel-good,1.0,0.0
0.681,96.006,0.642,-5.426,0.0756,0.53,0.533,0.0259,0.119,60,Nack Nostalgia,Royel Otis,Nack Nostalgia,2024-07-19,rock,feel-good,1.0,2.0
0.885,110.072,0.63,-5.674,0.206,0.289,1.37e-06,0.0406,0.000397,60,Don't Take The Money,Bleachers,Gone Now,2017-06-02,rock,feel-good,1.0,1.0
0.452,168.102,0.538,-7.994,0.0635,0.209,2.26e-05,0.0462,0.368,60,Think Fast (feat. Weezer),"Dominic Fike, Weezer",Sunburn,2023-07-07,rock,feel-good,1.0,2.0
0.797,139.963,0.636,-4.644,0.114,0.965,4.26e-06,0.0296,0.00598,60,Calling After Me,Wallows,Calling After Me,2024-03-21,rock,feel-good,1.0,8.0
0.601,122.017,0.602,-8.521,0.312,0.856,0.0046,0.0411,0.037,60,"Dance, Baby!",boy pablo,Roy Pablo,2017-05-19,rock,feel-good,1.0,9.0
0.851,168.049,0.607,-7.754,0.107,0.479,0.351,0.0364,0.623,59,help herself,"bbno$, Diamond Pistols",help herself,2021-01-29,rock,feel-good,0.0,4.0
0.915,190.013,0.446,-6.221,0.218,0.398,3.87e-05,0.141,0.00281,60,I Wanna Get Better,Bleachers,Strange Desire,2014-07-14,rock,feel-good,1.0,9.0
0.923,108.014,0.695,-3.93,0.116,0.551,0.0469,0.0522,0.0425,59,New Gold (feat. Tame Impala and Bootie Brown),"Gorillaz, Tame Impala, Bootie Brown",New Gold (feat. Tame Impala and Bootie Brown),2022-08-31,rock,feel-good,0.0,1.0
0.829,144.099,0.59,-5.649,0.19,0.704,3.99e-05,0.0419,0.0601,60,1901,Phoenix,Wolfgang Amadeus Phoenix,2009-05-25,rock,feel-good,1.0,0.0
0.538,95.508,0.9,-7.879,0.287,0.713,0.843,0.0343,0.229,58,Rawnald Gregory Erickson the Second,STRFKR,Starfucker,2008-09-23,rock,feel-good,1.0,7.0
0.954,95.008,0.474,-4.348,0.174,0.944,1.17e-06,0.0347,1.21e-05,58,Osmosis,Good Kid,Good Kid 3,2023-04-14,rock,feel-good,1.0,9.0
0.761,141.282,0.323,-6.143,0.0827,0.466,0.000586,0.0479,0.00942,58,Look At Us Now (Honeycomb),Daisy Jones & The Six,AURORA,2023-03-02,rock,feel-good,1.0,7.0
0.704,162.983,0.639,-5.818,0.0849,0.645,0.0872,0.0659,0.22,57,Campus,Vampire Weekend,Vampire Weekend,2008-01-29,rock,feel-good,1.0,7.0
0.631,91.007,0.537,-6.558,0.325,0.491,0.003,0.0263,0.0453,58,Take A Bite,beabadoobee,Take A Bite,2024-05-09,rock,feel-good,1.0,0.0
0.892,150.255,0.578,-7.952,0.215,0.892,0.0111,0.0441,0.000139,57,Banquet,Bloc Party,Silent Alarm,2005-03-22,rock,feel-good,0.0,10.0
0.844,140.034,0.472,-6.578,0.24,0.34,0.0,0.054,0.00173,57,Anna Sun,WALK THE MOON,Walk The Moon,2012-06-19,rock,feel-good,1.0,10.0
0.627,117.992,0.551,-6.9,0.139,0.402,0.0637,0.0325,0.0065,57,$20,"boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus",the record,2023-03-31,rock,feel-good,1.0,7.0
0.697,96.729,0.683,-6.703,0.0527,0.591,2.46e-06,0.025,0.169,56,Give Up Baby Go,Peach Pit,From 2 to 3,2022-03-04,rock,feel-good,1.0,9.0
0.0319,79.893,0.5,-23.802,0.0932,0.0599,0.913,0.0343,0.983,40,Glum Look,drawn animal,Glum Look,2024-11-10,lofi,chill,1.0,7.0
0.0908,173.629,0.219,-28.23,0.119,0.138,0.939,0.0445,0.989,53,on the edge,Zupa Fitz,on the edge,2024-10-27,lofi,chill,1.0,1.0
0.206,116.097,0.639,-17.835,0.236,0.0873,0.9,0.0315,0.758,53,pink skies,morning green,pink skies,2024-10-13,lofi,chill,1.0,4.0
0.146,87.739,0.27,-22.956,0.111,0.0717,0.811,0.0392,0.781,39,Eyes Closed,Red Cedar,Eyes Closed,2024-11-08,lofi,chill,0.0,9.0
0.184,152.043,0.447,-18.937,0.171,0.152,0.924,0.0611,0.544,59,Bottled Message,Coltsfoot,Bottled Message,2024-10-04,lofi,chill,1.0,0.0
0.292,146.005,0.795,-14.013,0.0972,0.237,0.834,0.0462,0.611,50,Stairs,only jo,Stairs,2024-10-18,lofi,chill,1.0,4.0
0.19,93.992,0.518,-15.36,0.0947,0.038,0.936,0.0273,0.933,54,late nights,Slowday,late nights,2024-10-20,lofi,chill,1.0,1.0
0.174,76.997,0.611,-15.889,0.0775,0.285,0.928,0.0478,0.883,38,Ghost,"Jmss, PØPE",Ghost,2024-11-14,lofi,chill,1.0,8.0
0.165,119.976,0.869,-17.144,0.116,0.131,0.911,0.0812,0.61,48,Peachy,cloud minor,Peachy,2024-11-01,lofi,chill,0.0,5.0
0.16,159.989,0.482,-20.33,0.188,0.0386,0.924,0.0895,0.9,41,petra's lullaby,sellar,petra's lullaby,2024-11-10,lofi,chill,1.0,10.0
0.287,80.663,0.652,-14.555,0.104,0.201,0.906,0.47,0.588,51,Albaizyn,lorleaf,Albaizyn,2024-10-25,lofi,chill,0.0,9.0
0.39,109.886,0.594,-15.8,0.114,0.189,0.918,0.0328,0.907,51,Karma With Some Fries,Origami Boy,Karma With Some Fries,2024-10-25,lofi,chill,1.0,3.0
0.277,116.15,0.638,-18.904,0.0913,0.281,0.834,0.0357,0.741,39,after all,softflow,after all,2024-11-10,lofi,chill,1.0,9.0
0.0517,125.964,0.581,-26.309,0.0896,0.0506,0.953,0.0312,0.965,40,Afterhours,cxlt.,Afterhours,2024-11-15,lofi,chill,1.0,10.0
0.0516,144.085,0.691,-17.195,0.104,0.309,0.948,0.071,0.986,48,Beyond the garden,Dizzy Boy,Beyond the garden,2024-10-23,lofi,chill,0.0,11.0
0.136,153.998,0.608,-20.155,0.115,0.354,0.926,0.0645,0.882,60,keeping up appearances,Zupa Fitz,keeping up appearances,2024-10-13,lofi,chill,1.0,1.0
0.153,130.082,0.77,-12.745,0.113,0.265,0.259,0.0577,0.875,38,Lemon Trees,"Louie's Tapes, Lemon Kids",Lemon Trees,2024-11-15,lofi,chill,0.0,1.0
0.28,66.141,0.415,-12.599,0.0857,0.125,0.757,0.0288,0.764,42,Walking Home,caens,Walking Home,2024-11-08,lofi,chill,0.0,9.0
0.111,130.032,0.699,-20.595,0.111,0.133,0.792,0.0355,0.906,49,memory,"HM Surf, sove",memory,2024-10-18,lofi,chill,1.0,8.0
0.124,69.99,0.563,-23.386,0.104,0.163,0.932,0.0419,0.948,61,Hazy,Sihu,Hazy,2024-09-03,lofi,chill,1.0,6.0
0.104,160.05,0.655,-20.225,0.113,0.192,0.956,0.122,0.944,57,random thoughts,softclouds,random thoughts,2024-05-19,lofi,chill,1.0,0.0
0.114,102.495,0.351,-23.924,0.0995,0.034,0.935,0.0369,0.851,57,Eclipse,parrow,Eclipse,2024-09-27,lofi,chill,0.0,4.0
0.168,96.936,0.509,-18.382,0.167,0.239,0.519,0.0279,0.903,57,Airy Dream,poems,Airy Dream,2024-09-27,lofi,chill,0.0,5.0
0.0558,77.977,0.603,-16.649,0.311,0.0346,0.932,0.0523,0.969,57,Tiger Tales (of the Concrete Jungle),Tigerpalm*Bay,Tiger Tales (of the Concrete Jungle),2023-09-22,lofi,chill,0.0,5.0
0.163,130.122,0.61,-21.359,0.105,0.0791,0.951,0.0366,0.973,57,Island Bounce,Hi Hat Henry,Island Bounce,2024-07-17,lofi,chill,0.0,9.0
0.171,86.032,0.802,-14.176,0.101,0.523,0.909,0.0463,0.684,56,Distance,Strehlow,Distance,2024-10-04,lofi,chill,1.0,2.0
0.131,136.039,0.679,-16.647,0.112,0.09,0.943,0.0892,0.611,56,change of heart,slowburn,change of heart,2024-10-03,lofi,chill,1.0,5.0
0.102,112.378,0.445,-17.965,0.134,0.108,0.918,0.05,0.931,56,First Things First,Red Cedar,First Things First,2024-10-11,lofi,chill,1.0,3.0
0.323,75.989,0.672,-12.005,0.107,0.218,0.911,0.474,0.897,56,poseidon,low&slow,poseidon,2024-01-26,lofi,chill,0.0,1.0
0.151,79.993,0.5,-22.794,0.698,0.183,0.891,0.0305,0.825,55,snoozed,lilibu,snoozed,2024-08-25,lofi,chill,1.0,2.0
0.148,97.45,0.4,-22.677,0.0891,0.121,0.916,0.033,0.932,55,Napwave Nirvana,Dozy Duzzn,Napwave Nirvana,2024-07-21,lofi,chill,1.0,9.0
0.0616,54.998,0.222,-23.261,0.099,0.0393,0.935,0.0317,0.988,55,cocoon,sellar,cocoon,2024-08-25,lofi,chill,1.0,0.0
0.0611,171.707,0.369,-24.461,0.115,0.0793,0.842,0.0407,0.945,55,Low Battery,jeppa.,Low Battery,2024-10-11,lofi,chill,0.0,6.0
0.216,122.047,0.581,-21.645,0.112,0.0351,0.871,0.0473,0.861,55,kinda nice,Earium,kinda nice,2024-07-07,lofi,chill,1.0,0.0
0.113,137.954,0.591,-22.226,0.11,0.122,0.883,0.0335,0.928,55,Midnight Groove,Nova Night,Midnight Groove,2024-06-30,lofi,chill,1.0,11.0
0.465,131.992,0.704,-12.648,0.154,0.755,0.881,0.105,0.916,54,Tough Night,Thin Wire,Tough Night,2023-10-31,lofi,chill,0.0,3.0
0.331,113.978,0.761,-8.072,0.12,0.129,0.854,0.0443,0.374,54,Lost in the Mail,Dylan Sitts,Lost in the Mail,2024-03-07,lofi,chill,1.0,0.0
0.0236,103.938,0.537,-29.056,0.0794,0.111,0.869,0.0288,0.984,54,a little sun nap,Kainbeats,a little sun nap,2024-09-30,lofi,chill,1.0,10.0
0.0379,61.028,0.538,-22.543,0.0846,0.0422,0.911,0.0306,0.977,54,trail running,le gronk,trail running,2024-03-15,lofi,chill,1.0,4.0
0.0669,138.049,0.769,-22.258,0.105,0.231,0.911,0.115,0.913,53,fika,mellow fox,fika,2024-10-11,lofi,chill,1.0,3.0
0.185,143.937,0.566,-12.833,0.0856,0.0399,0.933,0.0279,0.98,53,Melt,eze east,Melt,2023-10-01,lofi,chill,1.0,2.0
0.336,75.968,0.795,-10.65,0.11,0.428,0.934,0.112,0.685,53,Multiply,A & C,Multiply,2023-11-24,lofi,chill,0.0,10.0
0.302,85.968,0.734,-12.732,0.329,0.557,0.731,0.229,0.384,53,After Hours,Gooee,After Hours,2023-10-13,lofi,chill,1.0,7.0
0.301,138.252,0.672,-14.327,0.121,0.0882,0.938,0.0463,0.928,53,sunny day dreaming,Twiggy Fiz,sunny day dreaming,2023-12-31,lofi,chill,1.0,4.0
0.12,80.113,0.587,-15.175,0.0945,0.349,0.924,0.199,0.933,53,omw,Knowmadic,omw,2024-05-17,lofi,chill,1.0,0.0
0.16,85.984,0.761,-9.414,0.109,0.483,0.927,0.0825,0.799,53,pawsitive,misty tapes,pawsitive,2024-05-31,lofi,chill,1.0,9.0
0.143,124.007,0.845,-14.408,0.117,0.3,0.939,0.146,0.806,53,Flower Kingdom,Mossdeep,Flower Kingdom,2023-10-13,lofi,chill,1.0,0.0
0.319,91.77,0.715,-11.433,0.253,0.404,0.532,0.451,0.73,52,hjortron,bomull,hjortron,2024-06-11,lofi,chill,1.0,1.0
0.301,160.024,0.579,-17.913,0.598,0.289,0.897,0.0625,0.883,53,So Very Much,nora haze,So Very Much,2024-10-04,lofi,chill,0.0,6.0
0.0902,69.995,0.543,-20.406,0.104,0.205,0.829,0.04,0.975,52,Days before,Dino P,Days Before,2023-02-12,lofi,chill,0.0,11.0
0.158,70.022,0.73,-13.153,0.103,0.444,0.939,0.138,0.813,52,Friday Dazed,Alek Faith,Friday Dazed,2023-10-13,lofi,chill,1.0,6.0
0.13,140.095,0.715,-15.415,0.111,0.501,0.896,0.112,0.596,52,shanghai tower,yellofish,shanghai tower,2024-02-23,lofi,chill,0.0,1.0
0.0581,134.343,0.64,-14.81,0.104,0.476,0.848,0.0572,0.76,52,late night walking,Rustique Beats,here for the night,2023-10-01,lofi,chill,1.0,10.0
0.0277,80.021,0.543,-21.2,0.179,0.0681,0.903,0.0284,0.957,52,afternoon walk,herbstreit,afternoon walk,2023-12-08,lofi,chill,1.0,11.0
0.267,128.012,0.895,-11.247,0.103,0.345,0.925,0.0883,0.668,52,Beam Me Up,Adam Space,Beam Me Up,2024-09-13,lofi,chill,1.0,2.0
0.205,140.057,0.675,-16.858,0.112,0.0551,0.903,0.0554,0.718,52,BAGS,Seame,BAGS,2024-08-02,lofi,chill,1.0,0.0
0.397,160.044,0.671,-10.854,0.125,0.251,0.928,0.0399,0.713,52,Indigo,Lazlow,Indigo,2023-09-22,lofi,chill,0.0,2.0
0.285,139.992,0.777,-12.81,0.107,0.143,0.897,0.0724,0.754,52,Stones,W8lss,Stones,2023-10-13,lofi,chill,0.0,7.0
0.0909,69.004,0.422,-23.049,0.0989,0.0981,0.886,0.0546,0.871,52,SoulShower,Bus Topp,SoulShower,2023-11-26,lofi,chill,0.0,5.0
0.228,124.98,0.923,-12.418,0.0987,0.503,0.931,0.0634,0.78,52,projection,love_eight,projection,2022-08-12,lofi,chill,1.0,7.0
0.332,89.995,0.671,-9.037,0.366,0.51,0.904,0.0937,0.761,52,Natural Midst,Illum Noyz,Natural Midst,2023-09-08,lofi,chill,0.0,2.0
0.385,87.993,0.721,-14.226,0.177,0.378,0.841,0.339,0.88,52,Sunflower,Velvet Static,Sunflower,2024-09-27,lofi,chill,1.0,7.0
0.048,119.954,0.836,-14.768,0.101,0.228,0.894,0.051,0.193,52,watercolour,Zoe Reed,watercolour,2023-12-10,lofi,chill,0.0,2.0
0.306,76.976,0.645,-7.424,0.192,0.131,0.0669,0.0287,0.786,51,Who's Driving?,Galva-Nice,Who's Driving?,2023-10-06,lofi,chill,1.0,5.0
0.277,84.985,0.739,-14.284,0.0921,0.638,0.893,0.12,0.841,51,Paris,Trippy Park,Paris,2023-10-13,lofi,chill,1.0,7.0
0.32,143.995,0.807,-12.699,0.108,0.783,0.906,0.0527,0.349,51,Car Ride,Gittiye,Car Ride,2024-03-14,lofi,chill,1.0,8.0
0.3,94.006,0.848,-11.023,0.0811,0.292,0.915,0.0772,0.655,51,Flow State,Poof Tricks,Flow State,2023-11-06,lofi,chill,0.0,7.0
0.115,119.992,0.793,-15.647,0.0769,0.0774,0.929,0.0798,0.661,51,happy moggie,louke's beats,happy moggie,2023-11-26,lofi,chill,1.0,4.0
0.283,79.878,0.396,-14.746,0.113,0.0695,0.92,0.0577,0.901,51,Surf Tiger,ohlos,Surf Tiger,2023-10-18,lofi,chill,0.0,11.0
0.259,80.038,0.676,-14.923,0.098,0.0726,0.867,0.0523,0.664,51,Forgotten Dreams,Holy Jamie,Forgotten Dreams,2024-07-19,lofi,chill,1.0,0.0
0.0657,78.071,0.732,-26.149,0.151,0.939,0.692,0.121,0.687,51,Sunset Boulevard,Phive O,Sunset Boulevard,2023-11-17,lofi,chill,1.0,9.0
0.178,75.004,0.502,-18.497,0.174,0.15,0.934,0.0489,0.918,51,midnight escape,sellar,midnight escape,2024-06-16,lofi,chill,0.0,2.0
0.347,132.972,0.891,-10.08,0.167,0.331,0.931,0.0847,0.941,51,glow,low&slow,glow,2023-11-24,lofi,chill,1.0,11.0
0.374,134.962,0.871,-13.797,0.114,0.557,0.912,0.0951,0.881,51,cashmere,Zatsuma,cashmere,2023-01-13,lofi,chill,1.0,2.0
0.249,120.003,0.891,-11.559,0.085,0.254,0.952,0.0757,0.976,51,spring is coming,jaackson,spring is coming,2024-02-25,lofi,chill,1.0,4.0
0.338,134.119,0.564,-14.01,0.132,0.241,0.904,0.039,0.968,51,my own practice,hoodeeny,my own practice,2024-11-01,lofi,chill,1.0,1.0
0.0859,140.209,0.896,-16.803,0.109,0.0863,0.92,0.426,0.802,51,Shifting Sands,G:sson,Shifting Sands,2023-10-06,lofi,chill,0.0,3.0
0.162,83.927,0.613,-12.162,0.106,0.376,0.894,0.035,0.83,51,Sunset,"Lotus Beats, Notation",Sunset,2024-04-08,lofi,chill,0.0,0.0
0.34,180.031,0.68,-11.859,0.0956,0.442,0.858,0.0535,0.764,51,Hazel Eyes,Loomington,Hazel Eyes,2023-11-24,lofi,chill,0.0,9.0
0.271,140.013,0.709,-17.212,0.111,0.295,0.879,0.0457,0.933,51,Expected Events,Poof Tricks,Expected Events,2024-10-16,lofi,chill,0.0,6.0
0.0924,158.049,0.766,-17.886,0.103,0.237,0.934,0.117,0.897,51,Vortex,Zeitgeister,Vortex,2024-08-18,lofi,chill,1.0,0.0
0.235,89.999,0.804,-14.251,0.107,0.428,0.903,0.0485,0.959,51,temporary approved,Oroshi,temporary approved,2024-10-11,lofi,chill,1.0,0.0
0.249,84.983,0.867,-12.371,0.0898,0.728,0.913,0.0696,0.776,51,"High five, low-fi",Dusty Kadinsky,"High five, low-fi",2024-03-08,lofi,chill,0.0,10.0
0.211,94.019,0.664,-14.747,0.186,0.181,0.844,0.0313,0.885,51,letter to amtis,nightnotes,letter to amtis,2024-03-08,lofi,chill,1.0,11.0
0.206,62.942,0.654,-15.25,0.322,0.557,0.88,0.117,0.934,51,Up In The Clouds Again,astra division,Up In The Clouds Again,2024-07-12,lofi,chill,1.0,10.0
0.187,84.891,0.814,-13.354,0.101,0.643,0.841,0.291,0.931,51,Autumn Stroll,Pi Teddy,Autumn Stroll,2023-10-11,lofi,chill,0.0,1.0
0.108,140.033,0.769,-18.875,0.108,0.374,0.914,0.0977,0.877,51,Lush,Cal Credence,Lush,2023-09-22,lofi,chill,0.0,11.0
0.253,129.971,0.666,-16.196,0.122,0.181,0.887,0.119,0.906,51,The City,Audio Phill,The City,2023-11-14,lofi,chill,0.0,0.0
0.351,76.992,0.804,-10.686,0.107,0.74,0.888,0.244,0.887,51,Seasons,M.I Hakone,Seasons,2023-10-20,lofi,chill,0.0,8.0
0.218,129.997,0.879,-16.681,0.103,0.663,0.79,0.0777,0.566,51,the clearing,Zoe Reed,the clearing,2023-11-19,lofi,chill,1.0,3.0
,,,,,,,,,50,Make It,Berhanio,Make It,2024-09-08,lofi,chill,,
0.0408,130.014,0.643,-17.989,0.0959,0.152,0.921,0.039,0.825,51,Softly Whispering,Convivial,Softly Whispering,2023-10-20,lofi,chill,1.0,5.0
0.379,147.97,0.67,-11.249,0.24,0.552,0.761,0.0542,0.596,50,Matcha,"Yawuh, Koralle",Matcha,2024-04-30,lofi,chill,1.0,10.0
0.279,88.956,0.759,-10.357,0.158,0.437,0.799,0.052,0.397,50,Sunny Side,ninetytwo.,Sunny Side,2024-05-24,lofi,chill,0.0,5.0
0.134,140.124,0.794,-12.686,0.112,0.441,0.928,0.0834,0.924,50,New Season,sunala.,New Season,2023-11-24,lofi,chill,0.0,6.0
0.342,160.082,0.685,-9.102,0.168,0.365,0.703,0.397,0.648,50,act n' chill,HPY DAYZ,act n' chill,2024-05-26,lofi,chill,0.0,10.0
0.424,75.233,0.794,-11.044,0.11,0.303,0.95,0.169,0.944,50,starry night,Mathis,starry night,2023-11-10,lofi,chill,0.0,1.0
0.269,139.986,0.9,-11.537,0.175,0.614,0.686,0.122,0.508,50,Bar Breeze,Hammocks & Lime,Bar Breeze,2023-03-10,lofi,chill,1.0,8.0
0.21,123.965,0.838,-11.881,0.0993,0.609,0.945,0.0366,0.565,50,Winter Artifacts,Carl Borg,Winter Artifacts,2024-02-27,lofi,chill,1.0,1.0
0.264,68.003,0.53,-12.377,0.0939,0.0844,0.924,0.0389,0.985,50,park stroll,Fya Playce,park stroll,2023-12-10,lofi,chill,1.0,8.0
0.366,71.008,0.789,-9.795,0.0963,0.172,0.422,0.129,0.835,50,fliff,Zonyo,fliff,2023-11-12,lofi,chill,0.0,9.0
0.0455,71.045,0.615,-17.469,0.0899,0.038,0.921,0.0367,0.942,50,camping trip,Collinsworthy,camping trip,2024-01-19,lofi,chill,1.0,0.0
0.21,60.019,0.594,-15.785,0.134,0.0622,0.928,0.0283,0.887,50,imstillfallingfor,ELEWAKA,imstillfallingfor,2024-10-18,lofi,chill,1.0,0.0
0.529,79.981,0.685,-10.362,0.16,0.363,0.89,0.106,0.34,50,Incredibly happy,Silk Soul,Incredibly happy,2023-10-20,lofi,chill,1.0,2.0
